,Sequencen,True next word,Predicted word,Predictions,Correct
807,effects were immediate to the united states of america sprawling,westward,history,[0.04497266],False
808,about the same maximum rates of travel as held good,between,for,[0.00794042],False
809,york the first steamship to put to sea american the,phœnix,world,[0.02436356],False
810,is still netted boundaries drawn the horse and road era,america,the,[0.18491186],False
811,run however before the turk altogether expelled from these lands,lvii,lvii,[0.82778436],True
812,germany during this period declared that wherever the german tongue,spoken,of,[0.08923543],False
813,the steamboat clermont a the steamboat clermont a the steamboat,if,moon,[0.14523257],False
814,changing kaleidoscopically into the patchwork of the treaty of vienna,and,the,[0.50802225],False
815,went on chiefly small world of prosperous and independent spirited,people,and,[0.13062373],False
816,and motion much mathematical advance systematic development of the use,of,of,[0.93852735],True
817,it affecting popular thought very profoundly during this period these,reactions,things,[0.05638722],False
818,were going on europe and the patchwork of the treaty,of,of,[0.9699608],True
819,under miles hour ordinary traveller could not have done this,distance,time,[0.0480123],False
820,revolts italy and germany and much more serious one russian,poland,poland,[0.02114983],True
821,own speech is it any wonder that one of the,most,most,[0.14195856],True
822,they fought desperate while the governments of europe looked on,liberal,their,[0.07206655],False
823,tongue spoken there the german fatherland portrait of napoleon coronation,portrait,ii,[0.05253777],False
824,is it any wonder that one of the most popular,songs,songs,[0.3522829],True
825,that is to say they reduced the chief european distances,to,to,[0.24323082],True
826,it meant unity sustained on scale that would otherwise have,been,been,[0.2565504],True
827,netted boundaries drawn the horse and road era america the,effects,cambridge,[0.06383225],False
828,optical glass microscope and telescope renewed energy classificatory natural history,great,the,[0.16921397],False
829,renewed energy classificatory natural history great revival of anatomical science,the,the,[0.26633543],True
830,and europeanized world it went on disconnected from political life,and,and,[0.21608813],True
831,ancient republican traditions german king found for greece one prince,otto,otto,[0.75928754],True
832,region much blood had still to run however before the,turk,world,[0.02141258],False
833,the french and english at the battle of navarino and,the,the,[0.74826664],True
834,profoundly during this period these reactions were to come later,and,the,[0.19105816],False
835,the steam engine its earlier phases there steamboat the charlotte,dundas,dundas,[0.8626374],True
836,against this inactivity volunteers from every european country joined the,insurgents,roman,[0.01768613],False
837,possible to carry out administrative work areas ten times as,great,the,[0.2969083],False
838,and germany and much more serious one russian poland republican,government,government,[0.07389196],True
839,anything little ahead of the steam engine its earlier phases,there,were,[0.25770453],False
840,the turkish fleet destroyed by the french and english at,the,last,[0.3140838],False
841,period these reactions were to come later and only their,full,own,[0.07914506],False
842,than forty eight hours that is to say they reduced,the,the,[0.30254072],True
843,and cruelty the polish language banned and the greek orthodox,church,roman,[0.20307375],False
844,its work realizing the dream of bacon ’ s new,atlantis,atlantis,[0.26310575],True
845,there much clearing up of general ideas about matter and,motion,even,[0.02607947],False
846,areas ten times as great as any that had hitherto,been,been,[0.26280126],True
847,the treaty of vienna and while the sailing ship spreading,european,the,[0.19464038],False
848,prince otto of bavaria and christian governors were set up,the,the,[0.40704086],True
849,conflicts of the powers and princes were going on europe,and,and,[0.3162011],True
850,which went from new york hoboken to philadelphia too the,first,next,[0.05896651],False
851,the latter half of the nineteenth century it process that,went,had,[0.08316325],False
852,from print the british museum french speaking belgium stirred up,by,and,[0.26014528],False
853,the sailing ship spreading european influence throughout the world steady,growth,european,[0.0251139],False
854,endowed learning is apt to be timid and conservative learning,lacking,lacking,[0.2870291],True
855,and resistent to innovation unless it has the spur of,contact,the,[0.05348855],False
856,the first century then suddenly came this tremendous change the,railways,world,[0.06881802],False
857,suddenly came this tremendous change the railways reduced this journey,for,as,[0.22522818],False
858,to carry out administrative work areas ten times as great,as,and,[0.11982181],False
859,washington however far the frontier travelled across the continent it,meant,the,[0.05499581],False
860,very profoundly during this period these reactions were to come,later,into,[0.06635375],False
861,on the liverpool and manchester railway here sudden change what,had,the,[0.14490993],False
862,process could not have begun greece and could not have,been,done,[0.14850666],False
863,europe early travelling on the liverpool and manchester railway early,travelling,the,[0.33079073],False
864,of knowledge and general clearing up of men ’ ideas,about,and,[0.47559822],False
865,affecting popular thought very profoundly during this period these reactions,were,were,[0.6149741],True
866,progress the european and europeanized world it went on disconnected,from,from,[0.3439875],True
867,been they made it possible to carry out administrative work,areas,and,[0.05612432],False
868,era america the effects were immediate to the united states,of,of,[0.60083866],True
869,turks for six years they fought desperate while the governments,of,of,[0.7677681],True
870,of contact with independent minds we have already noted the,formation,world,[0.03082923],False
871,prosperous and independent spirited people without what the english call,the,the,[0.3806779],True
872,travelled from near vilna to paris hours this journey of,about,the,[0.07356444],False
873,put to sea american the phœnix which went from new,york,york,[0.4413032],True
874,political life and producing throughout the seventeenth and eighteenth centuries,no,of,[0.15555231],False
875,gaul the first century then suddenly came this tremendous change,the,the,[0.18565255],True
876,of the steam engine its earlier phases there steamboat the,charlotte,first,[0.03096599],False
877,and could not have been renewed europe the universities played,part,and,[0.06793927],False
878,have begun greece and could not have been renewed europe,the,and,[0.2537824],False
879,work realizing the dream of bacon ’ s new atlantis,throughout,and,[0.12589441],False
880,destroyed by the french and english at the battle of,navarino,the,[0.06830921],False
881,with british built engines upon the hudson river above new,york,york,[0.45262393],True
882,the charlotte dundas on the firth of clyde canal and,american,there,[0.02324991],False
883,world of prosperous and independent spirited people without what the,english,end,[0.02854448],False
884,popular thought very profoundly during this period these reactions were,to,the,[0.2231437],False
885,of men ’ ideas about the world which they lived,progress,and,[0.06199063],False
886,of westphalia changing kaleidoscopically into the patchwork of the treaty,of,of,[0.97288865],True
887,belgium stirred up by the current revolution france revolted against,its,the,[0.6136427],False
888,were ineffectual revolts italy and germany and much more serious,one,than,[0.29927397],False
889,who succeeded alexander and then stamped out of existence with,great,the,[0.15903394],False
890,to be timid and conservative learning lacking initiative and resistent,to,to,[0.8406972],True
891,little ahead of the steam engine its earlier phases there,steamboat,were,[0.74028003],False
892,throughout the seventeenth and eighteenth centuries no striking immediate results,political,the,[0.45862675],False
893,revolutionize industry trevithick adapted the watt engine to transport and,made,the,[0.19412059],False
894,reactions were to come later and only their full force,the,of,[0.07549743],False
895,fulton had steamer the clermont with british built engines upon,the,the,[0.8857616],True
896,france revolted against its dutch association the kingdom of the,netherlands,roman,[0.07855647],False
897,tenth of what they had been they made it possible,to,and,[0.29132813],False
898,latter half of the nineteenth century it process that went,on,to,[0.2686916],False
899,a the steamboat clermont a the steamboat if anything little,ahead,brutes,[0.03720164],False
900,european distances to about tenth of what they had been,they,the,[0.01912489],False
901,the use of optical glass microscope and telescope renewed energy,classificatory,the,[0.1761637],False
902,steamboat clermont a the steamboat clermont a the steamboat if,anything,they,[0.07755191],False
903,violence and cruelty the polish language banned and the greek,orthodox,people,[0.1281698],False
904,of the nineteenth century while these conflicts of the powers,and,of,[0.75340265],False
905,philosophical and scientific thought of this period endowed learning is,apt,to,[0.03853896],False
906,s “ rocket ” with thirteen ton train got up,to,the,[0.22567596],False
907,greeks against the turks for six years they fought desperate,while,of,[0.11419453],False
908,and the tsar invaded turkey by the treaty of adrianople,greece,and,[0.08933513],False
909,and made the first locomotive the first railway between stockton,and,and,[0.7664387],True
910,what the english call the “ private gentleman ” the,scientific,first,[0.03084854],False
911,joint action the turkish fleet destroyed by the french and,english,persians,[0.07036622],False
912,the horse and road era america the effects were immediate,to,the,[0.08620805],False
913,which they lived progress the european and europeanized world it,went,had,[0.11503164],False
914,alexander and then stamped out of existence with great violence,and,and,[0.13821787],True
915,but she not permitted to resume her ancient republican traditions,german,and,[0.37237504],False
916,the greek orthodox church substituted for the roman catholic as,the,the,[0.29158056],True
917,first days of the railway the progress of physical science,reacted,reacted,[0.11314249],True
918,the railway early rolling stock on the liverpool and manchester,railway,railway,[0.8549508],True
919,rates of travel as held good between rome and gaul,the,the,[0.76828295],True
920,river above new york the first steamship to put to,sea,the,[0.19546816],False
921,canal and american named fulton had steamer the clermont with,british,its,[0.02316633],False
922,out warsaw for year against nicholas who succeeded alexander and,then,the,[0.26031703],False
923,opinion protested against this inactivity volunteers from every european country,joined,and,[0.0822054],False
924,the united states of america sprawling westward it meant the,possibility,fifth,[0.03705706],False
925,and new abundance appeared to revolutionize industry trevithick adapted the,watt,watt,[0.05831839],True
926,of vienna there insurrection of the greeks against the turks,for,and,[0.32105708],False
927,watt engine to transport and made the first locomotive the,first,first,[0.4702739],True
928,the scientific process could not have begun greece and could,not,not,[0.23740152],True
929,vienna and while the sailing ship spreading european influence throughout,the,the,[0.76862544],True
930,took joint action the turkish fleet destroyed by the french,and,and,[0.5023985],True
931,french and english at the battle of navarino and the,tsar,british,[0.121116],False
932,the dream of bacon ’ s new atlantis throughout the,eighteenth,roman,[0.1887431],False
933,new york the first steamship to put to sea american,the,and,[0.18596546],False
934,speaking belgium stirred up by the current revolution france revolted,against,by,[0.28883103],False
935,serious one russian poland republican government held out warsaw for,year,the,[0.05777893],False
936,its earlier phases there steamboat the charlotte dundas on the,firth,firth,[0.0183835],True
937,european and europeanized world it went on disconnected from political,life,and,[0.33251756],False
938,road era america the effects were immediate to the united,states,states,[0.5456641],True
939,europe and the patchwork of the treaty of westphalia changing,kaleidoscopically,kaleidoscopically,[0.05941469],True
940,human life the maximum rate of land transport after the,russian,first,[0.05578267],False
941,the universities played part but not leading part the philosophical,and,and,[0.49281457],True
942,and bolder handling of masses of metal and other materials,reacted,reacted,[0.9096869],True
943,hitherto been workable under one administration the full significance of,that,the,[0.7963235],False
944,and he averaged under miles hour ordinary traveller could not,have,see,[0.22755925],False
945,and the opening years of the nineteenth century while these,conflicts,centuries,[0.05351381],False
946,the nineteenth century it process that went on chiefly small,world,and,[0.08630195],False
947,held out warsaw for year against nicholas who succeeded alexander,and,and,[0.44955948],True
948,there the german fatherland portrait of napoleon coronation portrait of,napoleon,napoleon,[0.09970802],True
949,scientific thought of this period endowed learning is apt to,be,be,[0.8085797],True
950,by the current revolution france revolted against its dutch association,the,the,[0.56824416],True
951,telescope renewed energy classificatory natural history great revival of anatomical,science,science,[0.39536294],True
952,monarch leopold of saxe coburg gotha there were ineffectual revolts,italy,italy,[0.154602],True
953,century while these conflicts of the powers and princes were,going,of,[0.05760872],False
954,bolder handling of masses of metal and other materials reacted,upon,upon,[0.69511855],True
955,manchester railway the first days of the railway early rolling,stock,and,[0.045279],False
956,of bacon ’ s new atlantis throughout the eighteenth century,there,the,[0.07895537],False
957,the eighteenth century there much clearing up of general ideas,about,and,[0.34591725],False
958,far the frontier travelled across the continent it meant unity,sustained,of,[0.03590153],False
959,year against nicholas who succeeded alexander and then stamped out,of,of,[0.246598],True
960,advance systematic development of the use of optical glass microscope,and,and,[0.68871677],True
961,railway early travelling on the liverpool and manchester railway here,sudden,the,[0.13304682],False
962,opening years of the nineteenth century while these conflicts of,the,the,[0.7623879],True
963,he averaged under miles hour ordinary traveller could not have,done,seen,[0.07037115],False
964,one administration the full significance of that possibility europe still,remains,the,[0.07072935],False
965,contact with independent minds we have already noted the formation,of,of,[0.98995703],True
966,with every conceivable advantage and he averaged under miles hour,ordinary,”,[0.1162471],False
967,resistent to innovation unless it has the spur of contact,with,with,[0.2656106],True
968,nor it affecting popular thought very profoundly during this period,these,of,[0.3758197],False
969,steamboat the charlotte dundas on the firth of clyde canal,and,and,[0.5299758],True
970,have been renewed europe the universities played part but not,leading,the,[0.2531035],False
971,of physical science reacted upon metallurgy improved metallurgy affording the,possibility,record,[0.02042335],False
972,practical inventions machinery on new scale and new abundance appeared,to,to,[0.3144456],True
973,early travelling on the liverpool and manchester railway early travelling,on,on,[0.06634863],True
974,other materials reacted upon practical inventions machinery on new scale,and,and,[0.5318181],True
975,science of geology—foreshadowed by aristotle and anticipated by leonardo vinci,—began,—began,[0.9352114],True
976,been impossible the steamboat clermont a the steamboat clermont a,the,the,[0.12245975],True
977,european country joined the insurgents and at last britain france,and,and,[0.5400997],True
978,manchester railway the first days of the railway the progress,of,of,[0.5220202],True
979,liverpool and manchester railway here sudden change what had long,been,since,[0.294381],False
980,westward it meant the possibility of continuous access to washington,however,the,[0.14638285],False
981,and road era america the effects were immediate to the,united,form,[0.05382989],False
982,have already noted the formation of the royal society and,its,the,[0.38980633],False
983,with thirteen ton train got up to speed of forty,four,people,[0.21699858],False
984,manchester railway early travelling on the liverpool and manchester railway,here,the,[0.2729203],False
985,” with thirteen ton train got up to speed of,forty,us,[0.02432868],False
986,rocks early rolling stock on the liverpool and manchester railway,the,the,[0.44478604],True
987,days of the railway the progress of physical science reacted,upon,upon,[0.6520832],True
988,earlier phases there steamboat the charlotte dundas on the firth,of,of,[0.96207225],True
989,nineteenth century it process that went on chiefly small world,of,of,[0.27498466],True
